name,stuff,bv,difficulty,tags,methods,tools,cook,image_filename
热炒莴笋叶,莴笋,BV1xJ411M7bc,简单,家常菜,炒,一口万能的大锅,"食材（1–2人份）
- 莴笋叶一把洗净切段
- 蒜片或姜片数片
- 干红辣椒几段（可选）
- 生抽少许、盐适量、油适量

一锅流程
1. 莴笋叶略撒盐腌10分钟后挤干备用。
2. 锅中倒油，爆香蒜片姜片和干辣椒。
3. 大火入莴笋叶快速翻炒至断生。
4. 加少许生抽和盐调味，翻匀即可出锅。

小贴士
- 挤干水分可防出水过多。
- 炒至断生保持脆感。
- 蒜/姜香可提升整体风味。",258
素蟹粉,胡萝卜、土豆,BV1Zu411e7fp,简单,家常菜,炒,一口万能的大锅,"食材（1–2人份）
- 土豆1个蒸熟压泥约100g
- 胡萝卜1根蒸熟压泥约150g
- 鸡蛋1–2颗（蛋白和蛋黄分开炒碎）
- 姜末10–20g
- 调料：盐3g、糖15g、生抽10g、香醋30g、油20–30g

一锅流程
1. 蒸熟土豆和胡萝卜后分别压泥备用。
2. 蛋白和蛋黄分别炒成碎粒盛出。
3. 热锅加油爆香姜末。
4. 下土豆泥和胡萝卜泥翻炒均匀。
5. 加入蛋碎继续翻炒，使混合松散。
6. 调入盐、糖、生抽、香醋快速翻匀。
7. 炒至金黄略起沙状出锅，撒葱花点缀。

小贴士
- 土豆与胡萝卜比例约4:6。
- 蛋碎与蔬泥分开炒更有颗粒感。
- 香醋最后加提清爽风味。",259
酸辣土豆丝,土豆,BV1wq4y1W7QA,普通,家常菜,炒,一口万能的大锅,"食材（1–2人份）
- 土豆1个去皮切丝，泡水去淀粉
- 青辣椒丝和小红椒若干
- 蒜末、花椒少许
- 调料：白醋、生抽、盐、糖、油

一锅流程
1. 土豆丝泡水沥干备用。
2. 热锅倒油，小火炸香花椒后捞出。
3. 加入蒜末和干辣椒爆香约20秒。
4. 下土豆丝大火翻炒均匀。
5. 立即加入白醋快速翻炒1分钟。
6. 加入青椒丝、生抽、糖、盐翻匀后出锅。

小贴士
- 泡水和快速出锅保证爽脆。
- 醋最后加保留酸香。
- 翻炒时间要短，防止焖软。",260
蒜蓉开背虾,虾,BV1DR4y1p7j4,普通,家常菜,炒,一口万能的大锅,"食材（1–2人份）
- 鲜虾6–8只（开背去虾线）
- 粉丝适量泡软
- 蒜泥、葱花、料酒、蚝油、酱油、香油、少许盐和糖

一锅流程
1. 粉丝铺盘底，摆上开背虾。
2. 蒜泥中加入料酒、蚝油、酱油、盐和糖拌匀。
3. 热油爆蒜泥后淋在虾背上。
4. 整盘入锅大火蒸8–10分钟至虾熟透。
5. 出锅后淋香油，撒葱花提香。

小贴士
- 虾线需清理干净，开背更入味。
- 蒜泥提前调味并淋热油提升香气。
- 蒸制时间视虾大小调整，不可过蒸过老。",261
土豆烧包菜,包菜、土豆,BV1Ug4y1B7Uj,普通,家常菜,烧,一口万能的大锅,"食材（1–2人份）
- 包菜200g手撕块
- 土豆1个切丁
- 胡萝卜丁适量（可选）
- 肉片50–100g（可选）
- 葱花、蒜末少许
- 调料：酱油、蚝油、盐、糖、淀粉、油

一锅流程
1. 热锅入油炒土豆丁和胡萝卜丁至微金黄盛出。
2. 同锅下肉片炒变色并加入葱蒜爆香。
3. 加入包菜大火翻炒至断生。
4. 回入土豆丁，加酱油、蚝油、糖和水淀粉调汁。
5. 中火收汁裹食材，撒葱花出锅。

小贴士
- 分开煎炒土豆保留香脆。
- 调汁提前调匀再下锅更均匀。
- 收汁要均匀挂汁入味。",262
土豆烧红肉,土豆、猪肉,BV1fY41187Xo,普通,家常菜,炖,一口万能的大锅,"食材：
五花肉 300g、土豆 2 个、生抽 2 勺、老抽 1 勺、料酒 1 勺、白糖 1 勺、葱姜蒜、八角 2 颗、盐、水适量

一锅流程：
1. 五花肉切块冷水下锅焯水，捞出洗净。
2. 土豆去皮切滚刀块，备用。
3. 炒锅加少许油，下白糖炒糖色，倒入五花肉翻炒至上色。
4. 加入葱姜蒜、八角、生抽、老抽、料酒继续炒香。
5. 加水没过肉，大火烧开转小火炖 30 分钟。
6. 加入土豆块继续炖 15–20 分钟，至土豆软烂。
7. 大火收汁，加盐调味即可。",263
莴笋炒蛋,莴笋、鸡蛋、胡萝卜,BV1C7411J7cb,普通,家常菜,炒,一口万能的大锅,"食材：
莴笋 1 根、鸡蛋 2 个、蒜末、盐、油适量

一锅流程：
1. 莴笋去皮切丝，鸡蛋打散。
2. 热锅倒油，炒鸡蛋至凝固盛出。
3. 原锅下蒜末爆香，放莴笋丝炒软。
4. 加入炒好的鸡蛋翻炒均匀，加盐调味即可。

小贴士：
- 鸡蛋先炒后混合，保持嫩滑口感。
- 莴笋炒前可用盐稍腌去涩水。
- 蒜末爆香时间不要过长，避免发苦。",264
油焖大虾,虾、米,BV1DP4y1s7zu,普通,家常菜,焖,一口万能的大锅,"食材：
大虾 400g、葱姜蒜、料酒、生抽、白糖、香醋或番茄酱、热水、油适量

一锅流程：
1. 大虾去虾线剪须洗净。
2. 热锅多油，将虾两面煎至变色，捞出备用。
3. 锅内留少油，爆香葱姜蒜，放入虾回锅。
4. 加料酒、生抽、白糖、香醋，加入少量热水。
5. 加盖焖煮 2–3 分钟后大火收汁即可。

小贴士：
- 可用番茄酱代替醋提升色泽和酸香。
- 不必加盐，调料已经足够咸。
- 虾不宜久煮，以免口感变老。",265
陈氏醋卤面,面食、猪肉,BV1tQ4y1M76f,普通,家传秘方,拌,一口万能的大锅,"食材：
面条 200g、猪肉末 100g、蒜末、香菜末、葱花、生抽、香醋、白糖、辣椒油、花椒粉

一锅流程：
1. 面条煮熟过凉水备用；猪肉末加盐炒熟备用。
2. 蒜末加热油激香后，加入生抽、醋、糖、辣椒油调成汁。
3. 碗中放面条，加入肉末、蒜末汁、撒香菜末和葱花。
4. 拌匀即可食用。

小贴士：
- 酱汁可以提前调好冷藏备用。
- 花椒粉可提升风味，也可不加。
- 冷热吃都适宜，夏天尤佳。",266
白灼西兰花,花菜,BV1o4411A7dC,简单,健康,煮,一口万能的大锅,"食材：
西兰花 1 棵、蒜末、生抽、蚝油、热油、盐、清水适量

一锅流程：
1. 西兰花掰小朵洗净，用盐水浸泡 10 分钟。
2. 水中加盐和几滴油，烧开后下西兰花焯水 2 分钟。
3. 捞出过凉水，控干摆盘。
4. 撒蒜末，淋生抽蚝油，再浇热油激香。

小贴士：
- 焯水加盐加油能保持颜色翠绿。
- 热油激蒜末非常关键，不可省略。
- 可加一点辣椒油提升风味。",267
芹菜牛肉卷,芹菜、牛肉,BV1Tv411L7V9,,健康餐,,一口万能的大锅,"食材：
芹菜 100g、牛肉片 200g、盐、黑胡椒、生抽、淀粉、料酒、油适量

一锅流程：
1. 芹菜焯水沥干切段；牛肉切片用料酒、生抽、淀粉腌制 15 分钟。
2. 用牛肉片卷住芹菜段，卷紧即可。
3. 热锅加油，放入牛肉卷煎至定型，翻面煎熟。
4. 撒黑胡椒调味，出锅装盘。

小贴士：
- 牛肉尽量切薄，便于包裹芹菜。
- 芹菜段可控水风干后使用，口感更脆。
- 不需再加盐，腌料已足够。",268
减脂胡萝卜丝,胡萝卜,BV1UQ4y1i7JY,普通,减脂,蒸,一口万能的大锅,"食材：
胡萝卜 1 根、盐、苹果醋、蜂蜜、白芝麻

一锅流程：
1. 胡萝卜擦丝，加盐腌制 10 分钟后挤水分。
2. 加入苹果醋和蜂蜜拌匀，撒熟白芝麻即可食用。

小贴士：
- 也可加入黄瓜丝、海带丝搭配。
- 不建议炒，保留更多营养。
- 冷藏后风味更佳。",269
醋溜西葫芦,西葫芦,BV1Rv411G7fD,普通,开胃,炒,一口万能的大锅,"食材：
西葫芦 1 根、蒜末、白醋、生抽、糖、盐、油适量

一锅流程：
1. 西葫芦切片或刨丝，蒜末备好。
2. 热锅少油爆香蒜末，倒入西葫芦翻炒。
3. 加入白醋、生抽、糖、盐翻炒至断生即可。

小贴士：
- 醋下锅要趁热，迅速翻炒锁香。
- 西葫芦不宜久炒，影响口感。
- 可撒些葱花提升香气。",270
餐蛋面,午餐肉、鸡蛋、方便面,BV1pT4y1F7p5,简单,快手菜,煮,一口万能的大锅,"食材：
方便面 1 包、鸡蛋 1 个、午餐肉 2 片、生菜、酱油

一锅流程：
1. 午餐肉煎至金黄，鸡蛋煎成荷包蛋。
2. 煮面时加入生菜一同焯水捞出。
3. 面、蛋、肉放碗中，淋酱油拌匀即可。

小贴士：
- 面可换成拉面、乌冬。
- 调料包咸度高，酌量使用。
- 蔬菜可随喜好调整。",271
鸡蛋煎午餐肉,午餐肉、鸡蛋,BV1aK4y177Xm,简单,快手菜,煎,一口万能的大锅,"食材：
午餐肉 2 片、鸡蛋 2 个、黑胡椒、油适量

一锅流程：
1. 午餐肉煎至两面微焦。
2. 打入鸡蛋包裹煎熟。
3. 撒黑胡椒出锅。

小贴士：
- 可用模具定型更美观。
- 黑胡椒现磨风味更佳。
- 油量少为佳。",272
金针菇菜卷,菌菇、胡萝卜、包菜,BV1aW411H7fZ,简单,快手菜,,一口万能的大锅,"食材：
金针菇 1 把、胡萝卜丝、圆白菜叶、生抽、蚝油、蒜末、油少量

一锅流程：
1. 菜叶焯水备用，金针菇洗净去根，胡萝卜擦丝。
2. 菜叶包入金针菇和胡萝卜丝卷成卷，用牙签固定。
3. 平底锅煎至两面金黄，加入蒜末、生抽、蚝油略煮淋汁。
4. 出锅装盘。

小贴士：
- 菜叶需软化但不糊；  
- 牙签可防散；  
- 酱汁提前调好更均匀入味。",273
口蘑鸡胸肉,菌菇、鸡肉,BV1AP4y1w7y6,简单,快手菜,煎,一口万能的大锅,"口蘑鸡胸肉（日食记·一锅流程 | 1–2人份）
食材
鸡胸肉 200 g，切 0.5 cm 薄片或 1 cm 小丁
口蘑 6–8 朵，去蒂切 3 mm 厚片
姜丝 1 小块
蒜片 2–3 片（可选）
腌料：生抽 1 勺、蚝油 1 勺、料酒 1 勺、淀粉 1 勺、黑胡椒碎少许、食用油 1 勺（锁水嫩滑）
大米 1 碗（洗净）、水量高出米面约一指节
拌汁：生抽 1 勺、蚝油 ½ 勺、芝麻油 1 勺、清水 1 勺
葱花少许、现磨黑胡椒少许（点缀）
一锅流程
1 腌制鸡肉
鸡胸肉加姜丝、全部腌料抓匀，静置 15–20 分钟；腌好后把口蘑片也轻轻拌进去，让菌菇吸味。
2 煮米
洗净的大米入电饭煲，加水至“一指节”高度，启动“煮饭”程序。
3 加鸡肉口蘑
米饭跳至“保温”后开盖，把腌好的鸡肉与口蘑均匀铺在饭面；再次按下“煮饭”键，继续加热约 10 分钟，至鸡肉全部变白且汁水渗入米粒。
4 焖香
跳回保温后，沿锅边淋少许芝麻油，关盖再焖 3 分钟，让香气封进米饭。
5 出锅调味
开盖，淋入预先调好的拌汁，撒葱花与黑胡椒，用饭勺从下往上翻匀即可享用。
小贴士
鸡胸肉切薄或切小丁，受热快、口感更嫩；淀粉与油双重锁水，久煮也不柴。
口蘑易出水，铺在鸡肉上层可防止米饭过湿；若想更干香，可把口蘑先干煸 1 分钟再铺。
喜欢芝士版：步骤 4 焖香前撒 20 g 马苏里拉，再焖 3 分钟即成拉丝鸡肉蘑菇焗饭。",274
茄汁西葫芦,西葫芦、番茄,BV17W411g71Q,普通,快手菜,炒,一口万能的大锅,"茄汁西葫芦（日食记·一锅流程 | 1–2人份）
食材
西葫芦 1 根（约300 g），切0.5 cm半月片或滚刀块
番茄 2 个（约250 g），去皮切小丁或直接用番茄罐头碎番茄
蒜末 1 小勺
洋葱末 2 大勺（可省）
大米 1 碗（洗净），水量高出米面约一指节
番茄酱 1 大勺（提色增浓，可省）
生抽 1 勺、盐 ¼ 小勺、糖 ½ 小勺、黑胡椒少许
橄榄油或食用油 1 勺
葱花/罗勒碎少许（点缀）
一锅流程
1 预处理
番茄顶部划十字，入沸水烫10秒→去皮→切小丁；西葫芦切片后撒少许盐抓匀，静置5分钟→挤掉多余水分，防炒时出水。
2 炒茄汁
电饭煲内胆直接按下“煮饭”键，倒1勺油→下蒜末、洋葱末炒香→入番茄丁翻炒2分钟出汁→加番茄酱、生抽、盐、糖、黑胡椒，再炒1分钟成浓稠茄汁。
3 煮米
将洗净的大米铺平在茄汁上，加水至高出米面一指节；用勺背轻压，让茄汁与清水混合均匀。盖盖继续“煮饭”程序。
4 加西葫芦
米饭跳至“保温”后开盖，把西葫芦片均匀铺在饭面；再次按下“煮饭”键，加热约6–7分钟，西葫芦变透明即可。
5 出锅与调味
跳回保温后焖3分钟让味道融合。开盖撒葱花/罗勒碎，用饭勺由下往上翻匀，番茄的酸甜裹着柔软西葫芦，直接开吃。
小贴士
西葫芦提前杀水，饭粒更清爽；若喜欢多汁口感，可省略杀水步骤。
番茄去皮后口感更细腻；赶时间可直接用碎番茄罐头。
想吃芝士焗版：步骤4结束后铺马苏里拉，再按“煮饭”键3分钟拉丝出锅。",275
番茄浓汤面,面食、番茄、鸡蛋,BV1P54y1H7oG,简单,懒人,煮,一口万能的大锅,"番茄浓汤面（日食记·一锅流程 | 1–2人份）
食材
番茄 3 个（≈350 g），去皮切丁
洋葱 ¼ 颗，切小丁
蒜末 1 小勺
番茄酱 1 大勺（增色）
生抽 1.5 勺、盐 ½ 小勺、糖 ½ 小勺、黑胡椒少许
挂面/意面 90 g（1–2人份）
清水 450 ml（≈面量 5 倍）
橄榄油 1 勺
葱花/罗勒碎少许（点缀）
一锅流程
1 炒底料
电饭煲按“煮饭”键，倒油→蒜末、洋葱丁炒香 1 分钟→番茄丁下锅炒 2 分钟出沙。
2 调汤
加番茄酱、生抽、盐、糖、黑胡椒，再炒 30 秒→倒 450 ml 清水，盖盖继续煮至沸腾（约 5 分钟）。
3 煮面
汤沸后下挂面，用筷子拨散；盖盖留缝，保持小沸 5–6 分钟（视面粗细调整），中途搅拌防粘。
4 出锅
面条吸饱汤汁、汤汁浓稠即可断电；撒葱花/罗勒碎，直接端锅开吃。
小贴士
喜欢蛋花：关火前 30 秒淋入打散的鸡蛋。
喜欢奶香：熄火前加 20 ml 淡奶油，秒变奶油番茄浓汤面。",276
茄汁汤面,面食、番茄、鸡蛋,BV1Z7411G7AW,简单,懒人,煮,一口万能的大锅,"番茄浓汤面（日食记·一锅流程 | 1–2人份）
食材
番茄 3 个（≈350 g），去皮切丁
洋葱 ¼ 颗，切小丁
蒜末 1 小勺
番茄酱 1 大勺（增色）
生抽 1.5 勺、盐 ½ 小勺、糖 ½ 小勺、黑胡椒少许
挂面/意面 90 g（1–2人份）
清水 450 ml（≈面量 5 倍）
橄榄油 1 勺
葱花/罗勒碎少许（点缀）
一锅流程
1 炒底料
电饭煲按“煮饭”键，倒油→蒜末、洋葱丁炒香 1 分钟→番茄丁下锅炒 2 分钟出沙。
2 调汤
加番茄酱、生抽、盐、糖、黑胡椒，再炒 30 秒→倒 450 ml 清水，盖盖继续煮至沸腾（约 5 分钟）。
3 煮面
汤沸后下挂面，用筷子拨散；盖盖留缝，保持小沸 5–6 分钟（视面粗细调整），中途搅拌防粘。
4 出锅
面条吸饱汤汁、汤汁浓稠即可断电；撒葱花/罗勒碎，直接端锅开吃。
小贴士
喜欢蛋花：关火前 30 秒淋入打散的鸡蛋。
喜欢奶香：熄火前加 20 ml 淡奶油，秒变奶油番茄浓汤面。",277
清汤面,面食、鸡蛋,BV1Yb411T7ED,简单,懒人,煮,一口万能的大锅,"清汤面（日食记·一锅流程 | 1–2人份）
食材
细面 90 g
清水 500 ml
高汤块 ½ 块（或鸡骨/猪骨高汤 250 ml＋水 250 ml）
生抽 1 勺、盐 ¼ 小勺
葱花、烫青菜少许
一锅流程
1 电饭煲内胆加水＋高汤块，启动“煮饭”键，煮至沸腾。
2 下面条，用筷子拨散，盖留缝煮 4–5 分钟；起锅前加生抽、盐。
3 盛碗后撒葱花，码入烫青菜即可。",278
鸡蛋拌包菜,包菜、鸡蛋,BV1Q64y1B7eq,简单,凉菜,拌,一口万能的大锅,"鸡蛋拌包菜（日食记·一锅流程 | 1–2人份）
食材
包菜 ¼ 颗（≈200 g），切细丝
鸡蛋 2 只
生抽 1 勺、香醋 ½ 勺、芝麻油 1 勺、糖 ¼ 小勺、蒜末 ½ 勺、辣椒油可选
盐 少许
一锅流程
1 电饭煲内胆加少许油，按“煮饭”键热锅→倒入打散的鸡蛋，快速划散炒熟盛出备用。
2 同锅加少许水（2 勺），放包菜丝，盖盖焖 2 分钟至脆软。
3 将鸡蛋倒回，淋入调好的生抽+香醋+芝麻油+糖+蒜末+辣椒油，翻拌均匀即可。",279
酱萝卜,白萝卜,BV1BK4y1Z7rF,简单,凉菜,腌,一口万能的大锅,"酱萝卜（日食记·快手版 | 提前一晚腌）
食材
白萝卜 300 g，连皮切 0.5 cm 半月片
盐 1 小勺（杀水）
腌酱：生抽 2 勺、香醋 1 勺、糖 1 勺、蒜片 3 片、小米辣 1 根、凉白开 2 勺
做法
1 萝卜片加盐抓匀，静置 30 分钟→倒掉涩水，轻挤干。
2 所有腌酱混合，倒入萝卜，密封冷藏过夜。
3 第二天随取随吃，脆爽解腻。",280
凉拌包菜,包菜,BV1HY411n7dV,简单,凉菜,拌,一口万能的大锅,"凉拌包菜（日食记·免煮版）
食材
包菜 200 g，切细丝
盐 ½ 小勺
调汁：蒜末 1 勺、生抽 2 勺、香醋 1 勺、芝麻油 1 勺、糖 ½ 小勺、辣椒油 ½ 勺
做法
1 包菜丝加盐抓 2 分钟，静置 10 分钟杀水→挤干。
2 淋上调汁，抓匀即可；冷藏 15 分钟更入味。",281
凉拌芹菜叶,芹菜,av976520411,简单,凉菜,拌,一口万能的大锅,"凉拌芹菜叶（日食记·免煮版）
食材
芹菜叶 100 g（洗净沥干）
蒜末 ½ 勺、生抽 1.5 勺、香醋 1 勺、芝麻油 1 勺、糖 ¼ 小勺、辣椒油可选
做法
1 芹菜叶沸水烫 5 秒立刻过冷水→挤干。
2 与所有调味料拌匀，静置 5 分钟开吃",282
凉拌莴笋丝,莴笋,BV1Es411j7oy,简单,凉菜,凉拌,一口万能的大锅,"凉拌莴笋丝（日食记·免煮版）
食材
莴笋 1 根（≈250 g），去皮切细丝
盐 ½ 小勺
蒜末 ½ 勺、生抽 1.5 勺、香醋 1 勺、芝麻油 1 勺、糖 ¼ 小勺、花椒油几滴
做法
1 莴笋丝加盐抓 2 分钟，静置 10 分钟→挤干水分。
2 淋上调料，拌匀即可。",283
凉拌西葫芦,西葫芦,BV175411U7LU,简单,凉菜,凉拌,一口万能的大锅,"凉拌西葫芦（免煮·生食版）
食材
西葫芦 1 根，切薄片或刨长丝
盐 ½ 小勺
生抽 1.5 勺、香醋 1 勺、蒜末 ½ 勺、芝麻油 1 勺、熟芝麻少许
做法
1 西葫芦加盐抓匀静置 10 分钟→倒掉水分。
2 淋酱汁拌匀，撒芝麻。",284
麻酱拌西葫芦丝,西葫芦,BV1Th411U7nW,简单,凉菜,凉拌,一口万能的大锅,"麻酱拌西葫芦丝
食材
西葫芦丝 200 g（同上处理）
麻酱 1.5 勺、生抽 1 勺、香醋 ½ 勺、芝麻油 ½ 勺、糖 ¼ 小勺、温水 1 勺（泄麻酱用）
做法
1 西葫芦丝杀水挤干。
2 麻酱+温水调成流动状，与其余调料混合，倒入西葫芦丝拌匀。",285
炝拌芹菜,芹菜,av845641799,简单,凉菜,拌,一口万能的大锅,"炝拌芹菜
食材
芹菜段 200 g（焯水 30 秒过冷）
干辣椒段 3–4 个、花椒 10 粒
蒜末 1 勺、生抽 1.5 勺、香醋 1 勺、糖 ¼ 小勺、盐少许
热油 1 勺
做法
1 芹菜段摆盘，上铺蒜末、干辣椒、花椒。
2 锅中烧热 1 勺油至冒烟，趁热泼香→再淋生抽+香醋+糖+盐，拌匀即可。",286
土豆拌茄子,土豆、茄子,BV1VT4y1J7Y8,简单,凉菜,蒸,一口万能的大锅,"土豆拌茄子（东北家常版）
食材
长茄子 1 根（≈200 g），切段
土豆 1 个（≈200 g），去皮切块
蒜末 1 勺、生抽 1.5 勺、香醋 1 勺、芝麻油 1 勺、香菜少许
电饭煲流程
1 电饭煲内胆加 2 cm 深清水，放蒸屉→茄子、土豆入盘置蒸屉，启动“煮饭”键蒸 12–15 分钟至筷子可轻松插入。
2 出锅稍凉，撕条/压碎→加蒜末、生抽、香醋、芝麻油、香菜，拌匀。",287
香菜拌牛肉,牛肉,BV1144y1n7ZV,简单,凉菜,凉拌,一口万能的大锅,"香菜拌牛肉
食材
牛里脊 200 g，切薄片
腌料：生抽 1 勺、蚝油 1 勺、淀粉 1 勺、黑胡椒少许、油 1 勺
香菜 50 g，切段
蒜末 1 勺、小米辣 ½ 根、生抽 1.5 勺、香醋 1 勺、芝麻油 1 勺、辣椒油 ½ 勺
电饭煲流程
1 牛肉片加腌料抓匀 15 分钟。
2 电饭煲“煮饭”键热锅→刷油→牛肉片平铺，快速翻炒 2 分钟至变色。
3 关火，趁热倒入香菜及所有调料，翻拌均匀即可。",288
小菜炝拌萝卜条,白萝卜,BV1nS4y1X7tM,简单,凉菜,拌,一口万能的大锅,"小菜炝拌萝卜条
食材
白萝卜条 300 g（切手指粗条）
盐 1 小勺
蒜末 1 勺、生抽 2 勺、香醋 1 勺、糖 1 勺、辣椒油 1 勺
热油 1 勺、花椒 10 粒
做法
1 萝卜条加盐腌 30 分钟→挤干。
2 加蒜末、生抽、香醋、糖、辣椒油；另起锅烧油爆花椒→热油泼香，拌匀静置 15 分钟。",289
海苔虾饼,虾、胡萝卜,BV16T4y1i78D,困难,零食,炸/煎,一口万能的大锅,"海苔虾饼（电饭煲煎版）
食材
虾仁 150 g，剁泥
蛋清 1 个
淀粉 1 勺、盐 ¼ 小勺、黑胡椒少许
海苔片 2 大张
流程
1 虾泥+蛋清+淀粉+盐+胡椒同一方向搅上劲。
2 海苔剪半，铺一层虾泥，盖上另一片轻压。
3 电饭煲“煮饭”键热锅刷油→放入虾饼，两面各煎 2–3 分钟至金黄。",290
灵魂土豆丸子,土豆,BV1Z64y1674r,,零食,蒸,一口万能的大锅,"食材
土豆 300 g，去皮切块
盐 ½ 小勺、黑胡椒少许、淀粉 2 大勺
辣椒粉、孜然粉、芝麻适量
电饭煲流程
1 土豆块蒸 15 分钟→压泥→加盐、胡椒、淀粉揉团→搓 2 cm 丸子。
2 电饭煲刷油→丸子摆入，按“煮饭”键煎 4 分钟，翻面再煎 3 分钟；出锅前撒辣椒粉+孜然+芝麻。",291
薯塔,土豆,BV1uF411v7SQ,普通,零食,炸,一口万能的大锅,"食材
大土豆 1 个（≈250 g）
竹签 1 根
食用油、盐、黑胡椒、辣椒粉、蒜粉各适量
流程
1 土豆去皮，底部垫筷子切片（不切断）→串竹签，扭转成螺旋；冲水去淀粉，擦干。
2 电饭煲“煮饭”键热油 3 分钟→薯塔放入，刷油；每 3 分钟翻面一次，共 12–15 分钟至金黄酥脆；出锅撒调料。",292
盖码莴笋,莴笋、猪肉,BV1aV411v7xw,简单,清爽,盖浇,一口万能的大锅,"莴笋 1 根，去皮切滚刀块
五花肉末 100 g
蒜末 1 勺、生抽 1.5 勺、蚝油 1 勺、糖 ½ 小勺、清水 3 勺
大米 1 碗
一锅流程
1 电饭煲“煮饭”键热锅→少油炒香蒜末→下肉末炒散→加莴笋块、生抽、蚝油、糖、清水，翻炒 2 分钟。
2 把炒好的莴笋肉末盛出备用；同锅直接加米加水，启动“煮饭”。
3 米饭熟后将莴笋肉末盖在饭上，再焖 3 分钟；拌食即成。",293
大根烧,白萝卜,BV1TW411e7Ln,普通,日式,烧,一口万能的大锅,"食材
白萝卜 300 g，切 2 cm 厚圆段
生抽 2 勺、味醂 1 勺、料酒 1 勺、糖 1 勺、清水 4 勺
电饭煲流程
1 萝卜段去皮，表面轻轻划十字（易入味）。
2 电饭煲内胆放入所有调味料→摆入萝卜→启动“煮饭”程序，煮 20 分钟；中途翻面一次，收汁浓稠即可。",294
名古屋鸡翅,鸡肉,BV1ET4y1A7Xd,普通,日式,炸,一口万能的大锅,"腌料
生抽 2 勺、味醂 1 勺、料酒 1 勺、糖 1 勺、蒜末 1 勺、黑胡椒少许
流程
1 鸡翅 6–8 只，两面划刀→与腌料抓匀冷藏 2 小时。
2 电饭煲“煮饭”键热锅刷油→鸡翅皮朝下煎 4 分钟→翻面再煎 4 分钟；腌料汁倒入，盖盖焖 3 分钟收汁。",295
日式炖白萝,白萝卜,BV17b411B7H1,简单,日式,炖,一口万能的大锅,"食材
白萝卜 300 g，切 2 cm 厚块
柴鱼片高汤 300 ml（或水+柴鱼片 1 把煮 3 分钟滤出）
生抽 1.5 勺、味醂 1 勺、糖 ½ 小勺
流程
电饭煲内胆放入萝卜块＋高汤＋调料→启动“煮饭”程序 25 分钟；萝卜透明入味即可。",296
炸虾天妇罗,虾,BV1e5411t7LY,困难,日式,炸,一口万能的大锅,"食材
大虾 6 只，去壳留尾
低筋面粉 20 g + 冰水 30 ml + 蛋黄 ½ 个（调成天妇罗糊）
面包糠 50 g
油 100 ml（电饭煲半煎半炸）
流程
1 虾背划三刀防弯曲→拍干面粉→挂糊→滚面包糠。
2 电饭煲“煮饭”键倒油预热 3 分钟→虾放入，单面炸 1.5 分钟→翻面再炸 1 分钟至金黄；捞出沥油。",297
可乐饼,土豆、洋葱、肉、鸡蛋,BV17x411U75q,普通,日式菜,炸,一口万能的大锅,"食材
土豆 200 g，蒸熟压泥
洋葱末 30 g、牛肉末 50 g
盐 ¼ 小勺、黑胡椒少许、黄油 10 g
面粉、蛋液、面包糠各适量
流程
1 电饭煲“煮饭”键融化黄油→炒洋葱末+牛肉末→与土豆泥、盐、胡椒拌匀→搓椭圆饼→依次裹粉→蛋液→面包糠。
2 电饭煲刷油→可乐饼两面各煎 3 分钟至金黄。",298
清炒莴笋丝,莴笋、胡萝卜,BV1qK411H7RL,简单,爽口,炒,一口万能的大锅,"食材
莴笋 1 根，刨丝
蒜末 ½ 勺、盐 ¼ 小勺、糖 ⅛ 小勺、白醋 ½ 勺
流程
电饭煲“煮饭”键热锅→少油爆香蒜末→下莴笋丝大火炒 1 分钟→加盐、糖、白醋再炒 30 秒出锅。",299
莴笋泡菜,莴笋,BV1h741127rS,简单,爽口,泡菜,一口万能的大锅,"食材
莴笋条 300 g
盐 1 小勺、糖 1 小勺、白醋 2 勺、小米辣 1 根、蒜片 2 片
流程
莴笋条加盐抓 10 分钟挤干→与其余料拌匀→密封冷藏 2 小时即可食用，可保存 3 天。",300
口蘑汤,菌菇,BV1e64y1h776,简单,汤,煎、炖,一口万能的大锅,"食材
口蘑 8 朵，去蒂
清水 400 ml、盐少许、黑胡椒少许、葱花少许
流程
电饭煲内胆倒清水→放口蘑→“煮饭”键煮沸后转保温 10 分钟→加盐、胡椒、葱花。",301
蘑菇浓汤,菌菇、洋葱、芹菜,BV1Ut411C7Cu,普通,汤,炖,一口万能的大锅,"食材
口蘑或白蘑 150 g，切片
洋葱末 30 g、黄油 10 g、面粉 1 大勺
牛奶 200 ml、清水 200 ml、盐 ½ 小勺、黑胡椒少许
流程
1 电饭煲“煮饭”键融化黄油→炒洋葱末 1 分钟→加蘑菇片炒 2 分钟→撒面粉炒匀。
2 倒入牛奶+清水，搅匀→盖盖煮 8 分钟；出锅前加盐、胡椒。",302
KFC同款香辣鸡翅,鸡肉,BV1A7411u7Ji,普通,同款,炸,一口万能的大锅,"腌料
生抽 2 勺、料酒 1 勺、蒜末 1 勺、辣椒粉 1 勺、黑胡椒 ½ 勺、盐 ¼ 小勺
裹粉
面粉 50 g + 淀粉 20 g + 辣椒粉 1 勺 + 蒜粉 ½ 勺
流程
1 鸡翅腌 2 小时→裹粉静置 5 分钟返潮。
2 电饭煲“煮饭”键倒 100 ml 油→油温 5 成热炸 6 分钟，中途翻面；出锅复炸 30 秒更脆。",303
